date,dp,dy,ep,de,svar,bm,ntis,tbl,lty,ltr,tms,dfy,dfr,infl,target
1926-12-01,-2.9730123516104965,-2.9565695297349484,-2.3868372906027187,-0.5861750610077776,0.000464617809,0.44147582697201027,0.050876177315979106,0.030699999999999998,0.0354,0.0078,0.004700000000000003,0.010000000000000002,-0.0021999999999999997,0.005681818181818121,-0.005411122480613129
1927-01-01,-2.9423744954802977,-2.9633490471657282,-2.374773287950336,-0.5676012075299617,0.00046989469600000004,0.4437056454190909,0.05082378469005321,0.0323,0.0351,0.0075,0.002799999999999997,0.009500000000000001,-0.0018999999999999998,0.0,0.04191965638126054
1927-02-01,-2.979534685857688,-2.9329458542023983,-2.4303527809018184,-0.5491819049558697,0.00028733434600000006,0.4285008644109657,0.05166764265670832,0.0329,0.0347,0.0088,0.001800000000000003,0.0092,-0.0019000000000000006,-0.011299435028248594,0.0043018007725550865
1927-03-01,-2.9765350967384903,-2.9700532591362996,-2.445078688279091,-0.5314564084593991,0.0009241927529999997,0.46976511744127936,0.04635657599279304,0.032,0.0331,0.0253,0.0010999999999999968,0.0092,-0.017,-0.005714285714285783,0.0104400753565403
1927-04-01,-2.984224989684853,-2.967142723773978,-2.4713086271267533,-0.5129163625580997,0.0006025885709999999,0.456754130223518,0.05051402427794067,0.0339,0.0333,-0.0005,-0.0005999999999999964,0.009000000000000001,0.006,-0.005747126436781436,0.05749075032380908
1927-05-01,-3.025963333903549,-2.9750582588294914,-2.5314458282011136,-0.4945175057024356,0.00039173375600000014,0.43478260869565216,0.05527538979640154,0.0333,0.0327,0.0109,-0.0006000000000000033,0.009299999999999996,-0.012,0.0,-0.02317695547552442
1927-06-01,-3.0073088413829887,-3.0167428736163475,-2.531329948947166,-0.4759788924358226,0.0008245769509999999,0.4523852493533057,0.058821916174431284,0.030699999999999998,0.0334,-0.0069,0.002700000000000001,0.0097,0.0112,0.005780346820809079,0.07807743704668069
1927-07-01,-3.0611442423635555,-2.9981726218366576,-2.6037073677609404,-0.4574368746026151,0.00042577976300000003,0.4145534729878721,0.059749925307144625,0.0296,0.0333,0.005,0.003700000000000002,0.009500000000000001,-0.0047,0.011494252873563315,0.029980832211935916
1927-08-01,-3.0957644793000663,-3.0522252643210757,-2.6567416907622547,-0.4390227885378113,0.0012764138519999997,0.3962274092417936,0.054521771691877635,0.027000000000000003,0.0329,0.0076,0.0058999999999999955,0.009200000000000007,0.0007000000000000001,-0.017045454545454586,0.04956062963611562
1927-09-01,-3.1290969856214144,-3.0867910045009577,-2.70775852835696,-0.4213384572644545,0.001123349479,0.3805860620476745,0.09461297708991753,0.0268,0.033,0.0018,0.006200000000000001,0.008799999999999995,0.0131,-0.005780346820809301,-0.05043161035604562
1927-10-01,-3.065649786808161,-3.1202033184512947,-2.6628754017455085,-0.4027743850626522,0.001559337454,0.4138006933362681,0.09436673544656236,0.0308,0.0325,0.0099,0.0017000000000000001,0.0087,-0.004400000000000001,0.005813953488372103,0.06607100061674352
1927-11-01,-3.122543243905227,-3.056965521704212,-2.738217959637492,-0.38432528426773527,0.000929659138,0.37939559053529087,0.08226718587929228,0.0304,0.032,0.0097,0.0016000000000000007,0.008599999999999997,-0.0029000000000000007,0.005780346820809079,0.01691362830952643
1927-12-01,-3.1326669593102214,-3.113803867861922,-2.7669421798515708,-0.36572477945865034,0.0006042040580000001,0.37468858993522675,0.07647110927202432,0.0317,0.0316,0.0072,-9.999999999999593e-05,0.008600000000000003,-0.0004000000000000002,-0.005747126436781436,-0.00970479491479583
1928-01-01,-3.1188940057555414,-3.124003298732349,-2.7413239201531368,-0.37757008560240474,0.0008605259200000002,0.37866962082682915,0.06260145432897886,0.0331,0.0321,-0.0036,-0.0010000000000000009,0.008899999999999998,0.0063,0.0,-0.015922970640580306
1928-02-01,-3.092631200264226,-3.1104324168079502,-2.704291341681525,-0.38833985858270104,0.000691123931,0.3860765992401684,0.05517263387406506,0.0333,0.0318,0.0061,-0.0015000000000000013,0.0087,0.0006999999999999992,0.0,0.09762984337974623
1928-03-01,-3.1869801169732312,-3.0841140191763516,-2.7882889551740218,-0.39869116179920955,0.0013810076760000004,0.3632548379575659,0.054363937199364554,0.0327,0.0317,0.0045,-0.0010000000000000009,0.008600000000000003,-0.0003999999999999993,-0.011560693641618491,0.03193810738612617
1928-04-01,-3.2104305739429475,-3.178534866047978,-2.8008319345531763,-0.40959863938977137,0.0014879602859999995,0.3680952605963238,0.04937206380308211,0.0362,0.0319,-0.0004,-0.004300000000000005,0.0087,0.0018,0.0,0.009054774657396169
1928-05-01,-3.214759309356361,-3.2021805271495007,-2.795243412804587,-0.41951589655177374,0.0018988587559999998,0.3543969792093172,0.04718737582648139,0.039,0.0327,-0.0077,-0.0063,0.009299999999999996,-9.99999999999994e-05,0.0,-0.03802832294741844
1928-06-01,-3.1651103413352613,-3.2064533048696435,-2.7352537801029375,-0.4298565612323235,0.003645476632,0.3702999477111756,0.0502987888519648,0.0392,0.0326,0.0041,-0.006600000000000002,0.009799999999999996,-0.006500000000000001,0.005847953216374213,0.006871274831688957
1928-07-01,-3.1693017120072557,-3.156872758637516,-2.7293774073743142,-0.4399243046329413,0.0016749798640000003,0.36064814814814816,0.05938032978797056,0.0412,0.0344,-0.0217,-0.0068000000000000005,0.0097,0.0207,-0.005813953488371992,0.0646786877491793
1928-08-01,-3.232747345766866,-3.1612528880671054,-2.7836705027155286,-0.44907684305133744,0.001229316929,0.32402978245497277,0.05739890629005309,0.0436,0.0341,0.0076,-0.009500000000000001,0.009700000000000007,0.0007000000000000001,0.0,0.01946524587154752
1928-09-01,-3.24831764752255,-3.2246422992806028,-2.790435378809159,-0.4578822687133908,0.000650464241,0.32816581009352097,0.027980056919657832,0.045700000000000005,0.0346,-0.0041,-0.011100000000000006,0.009799999999999996,0.0071,0.0,0.009652497539000824
1928-10-01,-3.2546798722520296,-3.2402777650116406,-2.7874588847192325,-0.46722098753279695,0.000678845462,0.3089308375634518,0.03401937164018269,0.047,0.0336,0.0158,-0.013400000000000002,0.0097,-0.0075000000000000015,0.011695906432748426,0.11218861547105906
1928-11-01,-3.3600854785928385,-3.2468226889729865,-2.8843765853385652,-0.4757088932542732,0.0015232956979999998,0.2655259390551503,0.038372009574330145,0.0426,0.0338,0.0003,-0.008800000000000002,0.0097,-0.0039,-0.005780346820809301,0.005612841319915041
1928-12-01,-3.355050779026374,-3.3521718956890725,-2.8704483503594855,-0.4846024286668882,0.004077469954,0.2596666666666667,0.06306873832688235,0.0426,0.034,0.0004,-0.008599999999999997,0.009899999999999992,0.008,0.0,0.05059477461734177
1929-01-01,-3.398869091902564,-3.3433547392631824,-2.9122885064846367,-0.4865805854179278,0.0017008226370000003,0.24534660325659036,0.0784486564082896,0.0466,0.0349,-0.009,-0.011700000000000002,0.010099999999999998,0.0133,-0.005813953488371992,-0.008479452185147913
1929-02-01,-3.381463717505205,-3.3873082695014882,-2.892954222061762,-0.48850949544344335,0.0026701165459999997,0.24542389968810055,0.0717831372888786,0.043899999999999995,0.0363,-0.0157,-0.007599999999999996,0.010000000000000002,0.018699999999999998,0.0,-0.0032402449247983488
1929-03-01,-3.3676876027632776,-3.3700350216815824,-2.876600971954538,-0.49108663080873977,0.003611407132000001,0.27230046948356806,0.079804566396668,0.046,0.0377,-0.0144,-0.008300000000000002,0.0109,0.0057,0.0,0.01577664535339174
1929-04-01,-3.3723199951442497,-3.3563880475093444,-2.87940665167523,-0.4929133434690193,0.002304361483,0.26339691189827424,0.09932263288230661,0.048,0.0358,0.0275,-0.012200000000000003,0.011099999999999992,-0.0256,-0.005847953216374324,-0.04654760889263851
1929-05-01,-3.3174131151779016,-3.3611466945461244,-2.8227168733417947,-0.494696241836107,0.004759808363,0.2827746208937157,0.11798666814996976,0.0509,0.0373,-0.0162,-0.013600000000000001,0.010999999999999996,0.0207,-0.005882352941176561,0.10123802268582155
1929-06-01,-3.412850827452387,-3.3063632789913164,-2.9164139411384964,-0.4964368863138911,0.001340380139,0.2535805819387909,0.11619736035933806,0.048,0.0367,0.011,-0.011299999999999998,0.011700000000000009,-0.0156,0.00591715976331364,0.04550893046444713
1929-07-01,-3.4465309229636762,-3.401921756920197,-2.9483941590093683,-0.49813676395430806,0.001281812725,0.24187517975266032,0.11068793963786124,0.0455,0.0369,0.0,-0.008599999999999997,0.011800000000000012,0.002,0.00588235294117645,0.08664452683981522
1929-08-01,-3.5292027813850915,-3.435720006859461,-3.029405488660579,-0.4997972927245124,0.0033821020270000004,0.22112376094444297,0.11527731496068437,0.047,0.0375,-0.0034,-0.009500000000000001,0.012500000000000004,0.0054,0.011695906432748426,-0.05577820085297697
1929-09-01,-3.468391946857843,-3.5185074922683435,-2.966972121378728,-0.5014198254791146,0.003392282425,0.2448682486533702,0.12139011770112267,0.0458,0.0375,0.0027,-0.008300000000000002,0.013200000000000003,0.0006999999999999997,0.0,-0.2105686574784371
1929-10-01,-3.2355776744861324,-3.457809837527306,-2.731935686091567,-0.5036419883945654,0.053507542712,0.30748418704983366,0.1596118359731106,0.0437,0.0347,0.0382,-0.009000000000000001,0.013400000000000009,-0.030899999999999997,0.0,-0.13763493436663843
1929-11-01,-3.0815276337169775,-3.225106374618837,-2.5763428898410723,-0.505184743875905,0.03644874587099999,0.35195647625026155,0.1770397921351953,0.0347,0.0331,0.0236,-0.0016000000000000042,0.012700000000000003,-0.0254,0.0,0.023681693951783538
1929-12-01,-3.0961838528587347,-3.0711648466814307,-2.5894904663776543,-0.5066933864810803,0.010214629578000003,0.3384578235672891,0.16352217212029735,0.030299999999999997,0.034,-0.0089,0.0037000000000000054,0.012800000000000006,0.0281,0.0,0.05652265712155718
1930-01-01,-3.1559566483872836,-3.0953594505037167,-2.683560950405732,-0.472395697981552,0.0014331607769999997,0.314816201242794,0.1533141988653753,0.0339,0.0347,-0.0057,0.0008000000000000021,0.0126,0.0116,-0.005780346820809301,0.02271219798400459
1930-02-01,-3.176302786999981,-3.1550300073943367,-2.7401315120924,-0.4361712749075811,0.0017247059009999999,0.3102061893696285,0.15925562859833145,0.0336,0.0339,0.0129,0.00030000000000000165,0.01199999999999999,-0.0057,-0.005813953488371992,0.06635674758012573
1930-03-01,-3.2523454066516373,-3.175479826352773,-2.8528966467296186,-0.39944875992201867,0.0015040436309999997,0.3191191890947221,0.14549617662007686,0.029500000000000002,0.0335,0.0083,0.004,0.011100000000000006,0.0055,-0.005847953216374324,-0.016133844113988886
1930-04-01,-3.241930723020351,-3.2515231227117907,-2.8805407231958373,-0.36138999982451386,0.001933861666,0.3269705977151452,0.12968089208120492,0.03,0.0338,-0.0016,0.003799999999999998,0.011000000000000003,0.01,-0.005882352941176561,-0.013807230511965746
1930-05-01,-3.224403528573771,-3.2410064610803566,-2.903358953422976,-0.3210445751507953,0.004693439435,0.33191551241502165,0.12492680707446609,0.0241,0.0329,0.0139,0.008799999999999999,0.011200000000000002,-0.008199999999999999,0.00591715976331364,-0.1719615252090956
1930-06-01,-3.0437895685077705,-3.2235826789483664,-2.7638295421499,-0.27996002635787065,0.014447861585000003,0.4033754528585314,0.13100104494235637,0.0189,0.0328,0.0051,0.013900000000000003,0.0121,0.005899999999999999,-0.005882352941176561,0.035984444155191274
1930-07-01,-3.0789704001769915,-3.0429693921238807,-2.8417836751662406,-0.23718672501075116,0.004920445838,0.39018761485533565,0.14055083330216656,0.0183,0.0327,0.0034,0.0144,0.012499999999999997,0.0022,-0.005917159763313529,0.010303416025034024
1930-08-01,-3.085563805859762,-3.078048505105297,-2.8939344843348067,-0.19162932152495543,0.004049926493000001,0.37975210049080776,0.12149495403343429,0.015300000000000001,0.0328,0.0013,0.0175,0.012600000000000007,0.012299999999999998,-0.011904761904761862,-0.1340720638913209
1930-09-01,-2.945380788855969,-3.0847450564536727,-2.8004061690091038,-0.1449746198468653,0.003738406257,0.4455832113225964,0.12720037621036412,0.0177,0.0324,0.0074,0.014699999999999998,0.012300000000000005,0.0034000000000000002,-0.006024096385542244,-0.08828922557942584
1930-10-01,-2.8516165967426623,-2.9445627092521067,-2.755498291049657,-0.09611830569300543,0.012876666363000002,0.4979547313880556,0.12949135796762298,0.0174,0.0324,0.0035,0.015,0.015200000000000005,0.0019000000000000002,0.0060606060606061,-0.021232511572403658
1930-11-01,-2.828613198662547,-2.850697056447984,-2.7848543444689824,-0.043758854193564796,0.007160072127,0.5046708307998452,0.13775286750338017,0.013999999999999999,0.0322,0.0042,0.0182,0.017800000000000003,-0.005399999999999999,-0.006024096385542244,-0.07556130223445304
1930-12-01,-2.7506665032566295,-2.827796538755991,-2.7609230034238186,0.010256500167189108,0.008166329261999998,0.5547454125653177,0.113885891124179,0.0148,0.033,-0.007,0.0182,0.021899999999999996,-0.001999999999999999,-0.0060606060606061,0.056323705996511673
1931-01-01,-2.812065030515869,-2.7643308654506873,-2.8400733647223793,0.02800833420651022,0.005224311614,0.5391520018896894,0.08972212886786528,0.0124,0.0343,-0.0121,0.021899999999999996,0.019900000000000008,0.0324,-0.018292682926829062,0.10480928418949978
1931-02-01,-2.9343009170996464,-2.8260235904868964,-2.980785967088283,0.04648504998863674,0.002884626289,0.47966796259325417,0.0825435750229873,0.0106,0.0338,0.0085,0.0232,0.019499999999999997,-0.001700000000000001,-0.012422360248447228,-0.07272963863787327
1931-03-01,-2.8766851413918313,-2.948350691335129,-2.9426431091836287,0.06595796779179736,0.004168751837,0.5291250870271524,0.07398015422463762,0.0138,0.0332,0.0104,0.0194,0.020500000000000004,-0.0009999999999999992,-0.012578616352201366,-0.09836289615584541
1931-04-01,-2.7901576631692486,-2.890935128063235,-2.8765512022775326,0.08639353910828357,0.006709265743000001,0.6032144983133806,0.07778101276284391,0.0149,0.0327,0.0086,0.0178,0.02319999999999999,-0.0018999999999999998,-0.006369426751592355,-0.1490214848019686
1931-05-01,-2.6571775020649273,-2.8047231380642614,-2.764937575504262,0.10776007343933452,0.006910695413,0.7099486221391873,0.0713815383020233,0.0088,0.0317,0.0145,0.022899999999999997,0.027800000000000005,-0.0011000000000000003,-0.0064102564102563875,0.1359071653625181
1931-06-01,-2.802012671807667,-2.6718471524382497,-2.9323744896709107,0.13036181786324355,0.023332949589999995,0.6072712744706352,0.06375859740185338,0.0055000000000000005,0.0319,0.0004,0.026399999999999996,0.03,0.0048,-0.012903225806451535,-0.07906419064174773
1931-07-01,-2.739831792376055,-2.8169007287460164,-2.89402006548164,0.15418827310558464,0.007039256351999999,0.6736095723465545,0.03400737758647654,0.0040999999999999995,0.0325,-0.0042,0.0284,0.027200000000000002,0.009399999999999999,-0.013071895424836666,0.007448944570508118
1931-08-01,-2.764483133324207,-2.7550593593423294,-2.9437177386014577,0.17923460527725038,0.004542039838000001,0.6541854960189369,0.020158279783492435,0.0042,0.0326,0.0012,0.028399999999999998,0.030699999999999998,0.0,0.0,-0.33922058650423037
1931-09-01,-2.423979172037817,-2.779829883496341,-2.629831226241966,0.2058520542041488,0.023458994588999995,0.9440016561432564,0.03037188747317089,0.0045000000000000005,0.0353,-0.0281,0.030799999999999998,0.03520000000000001,0.0267,0.0,0.07293659990865037
1931-10-01,-2.5206371644797896,-2.439565120637139,-2.7547058927430093,0.23406872826321973,0.04250195546,0.8771761084928346,0.011271186406309268,0.017,0.0385,-0.033,0.0215,0.040499999999999994,-0.0032999999999999974,-0.0066225165562913135,-0.10806958268710187
1931-11-01,-2.4336533562004714,-2.53658988373986,-2.6975789012349147,0.26392554503444354,0.011434543961999999,0.9715564077980186,0.003398226196900385,0.0177,0.0385,0.0027,0.0208,0.039899999999999984,-0.0216,-0.006666666666666599,-0.14918549979246534
1931-12-01,-2.292781092897425,-2.4497427373303338,-2.5886264759883666,0.29584538309094177,0.021195349347000007,1.170731707317073,-0.012921001328220827,0.0241,0.0407,-0.022,0.0166,0.051,-0.006600000000000002,-0.0134228187919464,-0.021279383131796347
1932-01-01,-2.297149953531963,-2.3258839728477665,-2.5876512405753225,0.29050128704335965,0.017376784498999997,1.1913781841933377,-0.011577435228515986,0.0248,0.039,0.0034,0.0142,0.0393,-0.0086,-0.006802721088435382,0.04989747882638351
1932-02-01,-2.3807096575644917,-2.3312558232750713,-2.6654830475079736,0.2847733899434819,0.026715250608000007,1.119842829076621,-0.015727669163847255,0.0242,0.0367,0.0413,0.012500000000000004,0.03639999999999998,-0.0651,-0.020547945205479423,-0.12819081811939484
1932-03-01,-2.290348366545609,-2.416155061931125,-2.5690617690146293,0.27871340246902043,0.013408922083000001,1.1858624454148472,-0.008415511690829039,0.0225,0.037,-0.0018,0.014499999999999999,0.0385,0.0374,-0.013986013986014068,-0.2308836978167011
1932-04-01,-2.1008701900605455,-2.327096463459832,-2.373110625787061,0.2722404357265151,0.019851412741,1.5537278741283749,-0.015474679195340704,0.0111,0.0336,0.0604,0.0225,0.052900000000000016,-0.078,-0.007092198581560294,-0.26472553498281415
1932-05-01,-1.8732461719809836,-2.1388747637179075,-2.138512561118271,0.2652663891372872,0.023183792311999997,1.942333482342423,-0.03405080499708999,0.0031,0.0349,-0.0188,0.0318,0.0564,0.0295,-0.0071428571428571175,0.0025641961400000063
1932-06-01,-1.90391502801871,-1.9129038525871431,-2.16174413732081,0.25782910930209985,0.03430258322199999,2.0284780578898225,-0.04068837125607344,0.0034000000000000002,0.0347,0.0065,0.0313,0.0559,-0.0073999999999999995,-0.014388489208633115,0.3303252208202877
1932-07-01,-2.265099806639018,-1.9452106195167969,-2.51492654192171,0.249826735282692,0.020110578496999997,1.6125440712562629,-0.029176136077137798,0.0022,0.032,0.0481,0.0298,0.055299999999999995,-0.0438,-0.007299270072992692,0.3375848548892228
1932-08-01,-2.626761364513,-2.3080096152131504,-2.867908437250472,0.2411470727374721,0.040019305911999994,1.1878075451066157,-0.015063687528009469,0.0014000000000000002,0.0321,0.0003,0.030699999999999998,0.033100000000000004,0.0433,0.0,-0.030270622055207974
1932-09-01,-2.6341190479746763,-2.6717676959207872,-2.8659206620320004,0.23180161405732413,0.043298566157,1.214365567356065,0.0007043779974883293,0.0003,0.0319,0.0057,0.031599999999999996,0.0291,0.024399999999999998,-0.007352941176470562,-0.15343158231108844
1932-10-01,-2.5320344034244013,-2.681246801611077,-2.7536880115774576,0.22165360815305624,0.03564475848799999,1.4038772213247175,-0.0028741334037648814,0.0001,0.0322,-0.0017,0.0321,0.03230000000000001,0.0091,-0.007407407407407418,-0.05384129198518059
1932-11-01,-2.520589202139954,-2.581303626839122,-2.7311391384353434,0.2105499362953892,0.023316603119999998,1.5421472937000889,-0.003322150805389706,0.0001,0.0322,0.0032,0.0321,0.0361,0.0040999999999999995,-0.007462686567164201,0.05964800740343668
1932-12-01,-2.6232182655855123,-2.5726122302071057,-2.8216692043093508,0.19845093872383834,0.010223098855,1.44208430136077,-0.005032479902124765,0.0004,0.0315,0.0131,0.0311,0.0383,0.0007999999999999986,-0.007518796992481258,0.013741764315067618
1933-01-01,-2.64049929093216,-2.633268601439014,-2.8228208477261143,0.18232155679395468,0.005916608936999998,1.426929392446634,-0.006490712709913066,0.0007000000000000001,0.0308,0.0148,0.030100000000000002,0.0357,0.0399,-0.007575757575757569,-0.19761201454605606
1933-02-01,-2.446773780092556,-2.6506516623961778,-2.6129006509665302,0.16612687087397404,0.015666928171999998,1.6909904650710257,-0.005817823359429538,0.0001,0.0325,-0.0258,0.0324,0.03889999999999999,-0.0265,-0.015267175572518998,0.03749972860264606
1933-03-01,-2.490048049288419,-2.4570302802597457,-2.639912395934992,0.149864346646573,0.037454110987999986,1.4765342960288808,-0.021883809986205545,0.0134,0.0321,0.0097,0.018699999999999994,0.042300000000000004,-0.005,-0.015503875968992276,0.34564369343801843
1933-04-01,-2.852631429913318,-2.500410836323965,-2.9861628225378403,0.13353139262452263,0.029151225522,1.119015047879617,-0.006369297512429956,0.0045000000000000005,0.0325,-0.0032,0.028,0.04339999999999999,-0.0063,-0.007874015748031482,0.16071161956772081
